title,lastrevid
"Dierks, Arkansas",1165646883
"Donaldson, Arkansas",1166067001
"Dover, Arkansas",1172484537
"Dumas, Arkansas",1158715299
"Dyer, Arkansas",1165647476
"Dyess, Arkansas",1166067185
"Earle, Arkansas",1165647547
"East Camden, Arkansas",1165647612
"Edmondson, Arkansas",1166067491
"Egypt, Arkansas",1166067523
"El Dorado, Arkansas",1170658553
"Elaine, Arkansas",1165647979
"Elkins, Arkansas",1177678374
"Elm Springs, Arkansas",1177678413
"Emerson, Arkansas",1166067685
"Emmet, Arkansas",1173483943
"England, Arkansas",1165650709
"Enola, Arkansas",1166067731
"Etowah, Arkansas",1166067860
"Eudora, Arkansas",1165650865
"Eureka Springs, Arkansas",1177692939
"Evening Shade, Arkansas",1165650947
"Everton, Arkansas",1166067939
"Fairfield Bay, Arkansas",1165746583
"Fargo, Arkansas",1166068073
"Farmington, Arkansas",1177678458
"Fayetteville, Arkansas",1178596045
"Felsenthal, Arkansas",1166068231
"Fifty-Six, Arkansas",1167137430
"Fisher, Arkansas",1165746928
"Flippin, Arkansas",1176697870
"Fordyce, Arkansas",1179094154
"Foreman, Arkansas",1176424417
"Forrest City, Arkansas",1154649209
"Fort Smith, Arkansas",1179541645
"Fouke, Arkansas",1180421106
"Fountain Hill, Arkansas",1166068542
"Fountain Lake, Arkansas",1165747278
"Fourche, Arkansas",1166068550
"Franklin, Arkansas",1166068624
"Fredonia (Biscoe), Arkansas",1165747381
"Friendship, Arkansas",1166068832
"Fulton, Arkansas",1099557078
"Garfield, Arkansas",1166069011
"Garland, Arkansas",1166069032
"Garner, Arkansas",1166069049
"Gassville, Arkansas",1165747767
"Gateway, Arkansas",1166069104
"Gentry, Arkansas",1165747839
"Georgetown, Arkansas",1166069157
"Gilbert, Arkansas",1166069402
"Gillett, Arkansas",1165747967
"Gillham, Arkansas",1166069425
"Gilmore, Arkansas",1152406083
"Glenwood, Arkansas",1165748120
"Goshen, Arkansas",1177678339
"Gosnell, Arkansas",1165748275
"Gould, Arkansas",1178972383
"Grady, Arkansas",1178974249
"Grannis, Arkansas",1165748512
"Gravette, Arkansas",1176916498
"Green Forest, Arkansas",1166318848
"Greenbrier, Arkansas",1166318561
"Greenland, Arkansas",1177678742
"Greenway, Arkansas",1165748770
"Greenwood, Arkansas",1119890453
"Greers Ferry, Arkansas",1165748791
"Griffithville, Arkansas",1166180115
"Grubbs, Arkansas",1165748877
"Guion, Arkansas",1171834862
"Gum Springs, Arkansas",1166180237
"Gurdon, Arkansas",1165748930
"Guy, Arkansas",1165748951
"Hackett, Arkansas",1165748965
"Hamburg, Arkansas",1165749058
"Hampton, Arkansas",1173804261
"Hardy, Arkansas",1165749222
"Harrell, Arkansas",1166180539
"Harrisburg, Arkansas",1176420942
"Harrison, Arkansas",1175371914
"Hartford, Arkansas",1165749309
"Hartman, Arkansas",1169860743
"Haskell, Arkansas",1165749376
"Hatfield, Arkansas",1177681806
"Havana, Arkansas",1165749405
"Haynes, Arkansas",1166180758
"Hazen, Arkansas",1176800150
"Heber Springs, Arkansas",1165749637
"Hector, Arkansas",1166180833
"Helena-West Helena, Arkansas",772867043
"Hermitage, Arkansas",1165749806
"Hickory Ridge, Arkansas",1165749900
"Higden, Arkansas",1166180970
"Higginson, Arkansas",1165749951
"Highfill, Arkansas",1176219624
"Highland, Arkansas",1165749996
"Hindsville, Arkansas",1166181098
"Holland, Arkansas",1165750207
"Holly Grove, Arkansas",1165750244
"Hope, Arkansas",1171539875
"Horatio, Arkansas",1177682191
"Horseshoe Bend, Arkansas",1165750423
"Horseshoe Lake, Arkansas",1166181414
"Hot Springs, Arkansas",1178629718
"Houston, Arkansas",1166181431
"Hoxie, Arkansas",1154007587
"Hughes, Arkansas",1165750560
"Humnoke, Arkansas",1165750602
"Humphrey, Arkansas",1165750603
"Hunter, Arkansas",1166181533
"Huntington, Arkansas",1165750630
"Huntsville, Arkansas",1165750652
"Huttig, Arkansas",1165750708
"Imboden, Arkansas",1165750775
"Jacksonport, Arkansas",1166181828
"Jacksonville, Arkansas",1176249122
"Jasper, Arkansas",1165751077
"Jennette, Arkansas",1166181989
"Jericho, Arkansas",1166182002
"Johnson, Arkansas",1177679078
"Joiner, Arkansas",1165751252
"Jonesboro, Arkansas",1174828145
"Judsonia, Arkansas",1156602906
"Junction City, Arkansas",1165751393
"Keiser, Arkansas",1165751940
"Kensett, Arkansas",1165752036
"Keo, Arkansas",1166182306
"Kibler, Arkansas",1165752160
"Kingsland, Arkansas",1165752244
"Knobel, Arkansas",1165752352
"Knoxville, Arkansas",1147573042
"Lafe, Arkansas",1159615350
"LaGrange, Arkansas",1166182719
"Lake City, Arkansas",1165752677
"Lake View, Arkansas",1165752788
"Lake Village, Arkansas",1165752790
"Lakeview, Arkansas",1175835411
"Lamar, Arkansas",1147572638
"Lavaca, Arkansas",1165889406
"Leachville, Arkansas",1170904211
"Lead Hill, Arkansas",1166205650
"Leola, Arkansas",1165889943
"Lepanto, Arkansas",1165890009
"Leslie, Arkansas",1165890025
"Letona, Arkansas",1166205839
"Lewisville, Arkansas",1165890098
"Lexa, Arkansas",1166205876
"Lincoln, Arkansas",1177679163
"Little Flock, Arkansas",1165891079
"Little Rock, Arkansas",1180352247
"Lockesburg, Arkansas",1166660192
"London, Arkansas",1165891215
"Lonoke, Arkansas",1159321714
"Lonsdale, Arkansas",1166206287
"Louann, Arkansas",1166206314
"Lowell, Arkansas",1168694087
"Luxora, Arkansas",1165891647
"Lynn, Arkansas",1166206563
"Madison, Arkansas",1165891768
"Magazine, Arkansas",1165891808
"Magness, Arkansas",1166206651
"Magnolia, Arkansas",1176432893
"Malvern, Arkansas",1166966960
"Mammoth Spring, Arkansas",1171531945
"Manila, Arkansas",1165891972
"Mansfield, Arkansas",1165892019
"Marianna, Arkansas",1165892179
"Marie, Arkansas",1166206882
"Marion, Arkansas",1168263196
"Marked Tree, Arkansas",1165892278
"Marmaduke, Arkansas",1166678403
"Marshall, Arkansas",1177291499
"Marvell, Arkansas",1166600349
"Maumelle, Arkansas",1169497407
"Mayflower, Arkansas",1165892673
"Maynard, Arkansas",1166207249
"McCaskill, Arkansas",1166207299
"McCrory, Arkansas",1165892768
"McDougal, Arkansas",1165892782
"McGehee, Arkansas",1165892799
"McNab, Arkansas",1166207366
"McNeil, Arkansas",1179826509
"McRae, Arkansas",1165892947
"Melbourne, Arkansas",1165893084
"Mena, Arkansas",1169408706
"Menifee, Arkansas",1171228359
"Midland, Arkansas",1166207752
"Midway, Hot Spring County, Arkansas",1166207766
"Mineral Springs, Arkansas",1165893654
"Minturn, Arkansas",1166208075
"Mitchellville, Arkansas",1165893800
"Monette, Arkansas",1165893913
"Monticello, Arkansas",1177521148
"Montrose, Arkansas",1165894125
"Moorefield, Arkansas",1166208496
"Moro, Arkansas",1166208563
"Morrilton, Arkansas",1175103562
"Morrison Bluff, Arkansas",1166208586
"Mount Ida, Arkansas",1165894554
"Mount Pleasant, Arkansas",1166208747
"Mount Vernon, Arkansas",1166208778
"Mountain Home, Arkansas",1179071506
"Mountain Pine, Arkansas",1165894665
"Mountain View, Arkansas",1170834862
"Mountainburg, Arkansas",1147883955
"Mulberry, Arkansas",1165894704
"Murfreesboro, Arkansas",1165894787
"Nashville, Arkansas",1165894923
"Newark, Arkansas",1165895393
"Newport, Arkansas",1161208965
"Nimmons, Arkansas",1166209624
"Norfork, Arkansas",1165895696
"Norman, Arkansas",1166209656
"Norphlet, Arkansas",1169876795
"North Little Rock, Arkansas",1179389372
"O'Kean, Arkansas",1166209917
"Oak Grove, Carroll County, Arkansas",1166209939
"Oak Grove Heights, Arkansas",1166209934
"Oakhaven, Arkansas",1166210003
"Oden, Arkansas",1166210194
"Ogden, Arkansas",1165896392
"Oil Trough, Arkansas",1166210273
"Okolona, Arkansas",1166210302
"Ola, Arkansas",1165896470
"Omaha, Arkansas",1166210407
"Oppelo, Arkansas",1165896687
"Osceola, Arkansas",1173016395
"Oxford, Arkansas",1165896958
"Ozan, Arkansas",1166210825
"Ozark, Arkansas",1172822363
"Palestine, Arkansas",1165897066
"Pangburn, Arkansas",1165897136
"Paragould, Arkansas",1167870143
"Paris, Arkansas",1176568646
"Parkdale, Arkansas",1165897220
"Parkin, Arkansas",1165897258
"Patmos, Arkansas",1166211006
"Patterson, Arkansas",1165897333
"Pea Ridge, Arkansas",1162699600
"Peach Orchard, Arkansas",1165897415
"Perla, Arkansas",1166211178
"Perry, Arkansas",1166211180
"Perrytown, Arkansas",1166211201
"Perryville, Arkansas",1165897633
"Piggott, Arkansas",1165897799
"Pindall, Arkansas",1166211328
"Pine Bluff, Arkansas",1178882174
"Pineville, Arkansas",1166211420
"Plainview, Arkansas",1166295175
"Pleasant Plains, Arkansas",1166229080
"Plumerville, Arkansas",1165898228
"Pocahontas, Arkansas",1178985676
"Pollard, Arkansas",1165898343
"Portia, Arkansas",1166229285
"Portland, Arkansas",1165898528
"Pottsville, Arkansas",1174207999
"Powhatan, Arkansas",1166229343
"Poyen, Arkansas",1166229359
"Prairie Grove, Arkansas",1177679297
"Prattsville, Arkansas",1165898647
"Prescott, Arkansas",1172396026
"Pyatt, Arkansas",1166229514
"Quitman, Arkansas",1165899035
"Ratcliff, Arkansas",1165899212
"Ravenden, Arkansas",1166229614
"Ravenden Springs, Arkansas",1166229611
"Rector, Arkansas",1147296345
"Redfield, Arkansas",1177852895
"Reed, Arkansas",1166229700
"Reyno, Arkansas",1165899527
"Rison, Arkansas",1165899813
"Rockport, Arkansas",1128000718
"Roe, Arkansas",1167923884
"Rogers, Arkansas",1179288863
"Rondo, Arkansas",1166230250
"Rose Bud, Arkansas",1178977729
"Rosston, Arkansas",1166230302
"Rudy, Arkansas",1166230443
"Russell, Arkansas",1174400758
"Russellville, Arkansas",1173640945
"Salem, Fulton County, Arkansas",1165900615
"Salesville, Arkansas",1173604971
"Scranton, Arkansas",1165901068
"Searcy, Arkansas",1175126774
"Sedgwick, Arkansas",1166230929
"Shannon Hills, Arkansas",1165901404
"Sheridan, Arkansas",1178256204
"Sherrill, Arkansas",1142754609
"Sherwood, Arkansas",1177544548
"Shirley, Arkansas",1166231241
"Sidney, Arkansas",1166231305
"Siloam Springs, Arkansas",1171071401
"Smackover, Arkansas",1165901948
"Smithville, Arkansas",1166231453
"South Lead Hill, Arkansas",1166329778
"Southside, Independence County, Arkansas",1165902352
"Sparkman, Arkansas",1165902361
"Springdale, Arkansas",1179970882
"Springtown, Arkansas",1166330077
"St. Charles, Arkansas",1173362434
"St. Francis, Arkansas",1165902851
"St. Joe, Arkansas",1166330170
"St. Paul, Arkansas",1166330240
"Stamps, Arkansas",1165903014
"Star City, Arkansas",1165903066
"Stephens, Arkansas",1165903132
"Strawberry, Arkansas",1166330672
"Strong, Arkansas",1165903310
"Stuttgart, Arkansas",1176448939
"Subiaco, Arkansas",1167811122
"Success, Arkansas",1166330722
"Sulphur Rock, Arkansas",1166330771
"Sulphur Springs, Benton County, Arkansas",1176400827
"Summit, Arkansas",1172560858
"Sunset, Arkansas",1166330887
"Swifton, Arkansas",1165903556
"Taylor, Arkansas",1165903756
"Texarkana, Arkansas",1179510806
"Thornton, Arkansas",1165904091
"Tillar, Arkansas",1166331366
"Tinsman, Arkansas",1166331407
"Tollette, Arkansas",1166331451
"Tontitown, Arkansas",1177679559
"Traskwood, Arkansas",1165904792
"Trumann, Arkansas",1165904944
"Tuckerman, Arkansas",1165904966
"Tull, Arkansas",1166331723
"Tupelo, Arkansas",1166331740
"Turrell, Arkansas",1152406324
"Twin Groves, Arkansas",1166331796
"Tyronza, Arkansas",1165905085
"Ulm, Arkansas",1166331839
"Valley Springs, Arkansas",1166332000
"Van Buren, Arkansas",1174650244
"Vandervoort, Arkansas",1177681725
"Victoria, Arkansas",1166332178
"Vilonia, Arkansas",1167046564
"Viola, Arkansas",1166366801
"Wabbaseka, Arkansas",1177789483
"Waldenburg, Arkansas",1166366940
"Waldo, Arkansas",1179826831
"Waldron, Arkansas",1123349837
"Walnut Ridge, Arkansas",1175744583
"Ward, Arkansas",1174922965
"Warren, Arkansas",1165906618
"Washington, Arkansas",1159322006
"Watson, Arkansas",1165906798
"Weiner, Arkansas",1165906977
"Weldon, Arkansas",1166332988
"West Fork, Arkansas",1177679677
"West Memphis, Arkansas",1179449810
"West Point, Arkansas",1166333167
"Western Grove, Arkansas",1166333245
"Wheatley, Arkansas",1166333435
"Whelen Springs, Arkansas",1166333449
"White Hall, Arkansas",1151923786
"Wickes, Arkansas",1165907580
"Widener, Arkansas",1166333626
"Wiederkehr Village, Arkansas",1165907585
"Williford, Arkansas",1166333721
"Willisville, Arkansas",1166333738
"Wilmar, Arkansas",1165907855
"Wilmot, Arkansas",1165907888
"Wilson, Arkansas",1180388080
"Wilton, Arkansas",1166367808
"Winchester, Arkansas",1166333872
"Winslow, Arkansas",1177679791
"Winthrop, Arkansas",1139938961
"Wooster, Arkansas",1165908483
"Wrightsville, Arkansas",1149073808
"Wynne, Arkansas",1165908556
"Yellville, Arkansas",1165908617
"Zinc, Arkansas",1171521990
"Adelanto, California",1179744155
"Agoura Hills, California",1178361633
"Alameda, California",1176465386
"Albany, California",1172743792
"Alhambra, California",1174414933
"Aliso Viejo, California",1180313136
"Alturas, California",1165506698
"Amador City, California",1170910001
"American Canyon, California",1175390586
"Anaheim, California",1179627600
"Anderson, California",1172851390
"Angels Camp, California",1174229756
"Antioch, California",1176834675
"Apple Valley, California",1174878659
"Arcadia, California",1179869211
"Arcata, California",1174550636
"Arroyo Grande, California",1177451248
"Artesia, California",1174071889
"Arvin, California",1165507618
"Atascadero, California",1179568727
"Atherton, California",1178330304
"Atwater, California",1165507876
"Auburn, California",1177134336
"Avalon, California",1175862524
"Avenal, California",1165508144
"Azusa, California",1177586328
"Bakersfield, California",1179094197
"Baldwin Park, California",1166021417
"Banning, California",1176208763
"Barstow, California",1178718956
"Beaumont, California",1176083269
"Bell, California",1178377891
"Bell Gardens, California",1178383165
"Bellflower, California",1178421099
"Belmont, California",1165697486
"Belvedere, California",1165535601
"Benicia, California",1169208836
"Berkeley, California",1176552072
"Beverly Hills, California",1180412343
"Big Bear Lake, California",1179453732
"Biggs, California",1165536132
"Bishop, California",1180304559
"Blue Lake, California",1165536445
"Blythe, California",1179599198
"Bradbury, California",1176751092
"Brawley, California",1166868961
"Brea, California",1177575943
"Brentwood, California",1180305071
"Brisbane, California",1179404939
"Buellton, California",1171859315
"Buena Park, California",1178937240
"Burbank, California",1178839292
"Burlingame, California",1180341200
"Calabasas, California",1179862004
"Calexico, California",1179319032
"California City, California",1178719419
"Calimesa, California",1178652198
"Calipatria, California",1179942719
"Calistoga, California",1169291965
"Camarillo, California",1173521597
"Campbell, California",1177548633
"Canyon Lake, California",1180010030
"Capitola, California",1172755623
"Carlsbad, California",1178643077
"Carmel-by-the-Sea, California",1178359030
"Carpinteria, California",1177341327
"Carson, California",1180199372
"Cathedral City, California",1159549544
"Ceres, California",1175655593
"Cerritos, California",1178752812
"Chico, California",1177510699
"Chino, California",1176792329
"Chino Hills, California",1176458270
"Chowchilla, California",1171627895
"Chula Vista, California",1179393967
"Citrus Heights, California",1175968739
"Claremont, California",1176952926
"Clayton, California",1172745724
"Clearlake, California",1179294248
"Cloverdale, California",1175445267
"Clovis, California",1175239336
"Coachella, California",1172999624
"Coalinga, California",1167521396
"Colfax, California",1179238670
"Colma, California",1179345537
"Colton, California",1167422070
"Colusa, California",1165644934
"Commerce, California",1170599095
"Compton, California",1180200572
"Concord, California",1175821922
"Corcoran, California",1173413620
"Corning, California",1174297622
"Corona, California",1180165090
"Coronado, California",1177890773
"Corte Madera, California",1179111552
"Costa Mesa, California",1175247600
"Cotati, California",1177287946
"Covina, California",1173861107
"Crescent City, California",1178838343
"Cudahy, California",1171042195
"Culver City, California",1176157166
"Cupertino, California",1177413883
"Cypress, California",1175080281
"Daly City, California",1177323050
"Dana Point, California",1179681655
"Danville, California",1179454274
"Davis, California",1177529748
"Del Mar, California",1171546847
"Del Rey Oaks, California",1165646516
"Delano, California",1177866038
"Desert Hot Springs, California",1174304781
"Diamond Bar, California",1170631007
"Dinuba, California",1167230915
"Dixon, California",1179348045
"Dorris, California",1166269707
"Dos Palos, California",1174484023
"Downey, California",1176153577
"Duarte, California",1165647251
"Dublin, California",1177841551
"Dunsmuir, California",1171386710
"East Palo Alto, California",1177327324
"Eastvale, California",1176082310
"El Cajon, California",1176340963
"El Centro, California",1175681541
"El Cerrito, California",1179488712
"El Monte, California",1177438454
"El Segundo, California",1172595598
"Elk Grove, California",1177336860
"Emeryville, California",1178087132
"Encinitas, California",1174393290
"Escalon, California",1166315852
"Escondido, California",1180216871
"Etna, California",1174056588
"Eureka, California",1179497734
"Exeter, California",1179377501
"Fairfax, California",1174647684
"Fairfield, California",1180194456
"Farmersville, California",1172130399
"Ferndale, California",1179648015
"Fillmore, California",1180045047
"Firebaugh, California",1173861097
"Folsom, California",1173084819
"Fontana, California",1180331381
"Fort Bragg, California",1178383148
"Fort Jones, California",1149780719
"Fortuna, California",1174544416
"Foster City, California",1177345036
"Fountain Valley, California",1167143123
"Fowler, California",1165747287
"Fremont, California",1178465057
"Fresno, California",1180194465
"Fullerton, California",1179258365
"Galt, California",1168729180
"Garden Grove, California",1175855467
"Gardena, California",1179233256
"Gilroy, California",1179929589
"Glendale, California",1178374228
"Glendora, California",1175678898
"Goleta, California",1167281667
"Gonzales, California",1149780003
"Grand Terrace, California",1178887010
"Grass Valley, California",1177312817
"Greenfield, California",1179527954
"Gridley, California",1179875670
"Grover Beach, California",1177348436
"Guadalupe, California",1178871550
"Gustine, California",1165748934
"Half Moon Bay, California",1178432843
"Hanford, California",1173849586
"Hawaiian Gardens, California",1174556317
"Hawthorne, California",1179593353
"Hayward, California",1179428402
"Healdsburg, California",1179525194
"Hemet, California",1180005720
"Hercules, California",1169222184
"Hermosa Beach, California",1178853597
"Hesperia, California",1178659661
"Hidden Hills, California",1179332652
"Highland, California",1176082234
"Hillsborough, California",1172224966
"Hollister, California",1173312400
"Holtville, California",1170077662
"Hughson, California",1174579013
"Huntington Beach, California",1178456011
"Huntington Park, California",1171032940
"Huron, California",1165750669
"Imperial, California",1170077356
"Imperial Beach, California",1171547272
"Indian Wells, California",1172828152
"Indio, California",1180173607
"City of Industry, California",1171252166
"Inglewood, California",1177382477
"Ione, California",1168474887
"Irvine, California",1179545659
"Irwindale, California",1171034381
"Isleton, California",1165750958
"Jackson, California",1165750994
"Jurupa Valley, California",1178228905
"Kerman, California",1165752085
"King City, California",1174509543
"Kingsburg, California",1165752238
"La Cañada Flintridge, California",1179236091
